Lg,Tox,Dop_LDD,Dop_psub,Cit,mumax,index
0.07340789725705779, 0.0005688179555429186, 8.069564365666037e+18, 1.2161633054376036e+18, 11442408955.540758, 629.433008319605, 1020
0.05167557469016329, 0.0007155541085641479, 8.460789069768552e+18, 6.497610510534562e+18, 94653133930.57193, 466.3864972580016, 171
0.08629626490755851, 0.0006294103935146585, 9.220739363600524e+18, 2.453757389584137e+18, 83863393359.19643, 680.3372136730223, 948
0.09616691703702979, 0.000985243493272288, 5.803991979780797e+18, 3.648103895093985e+18, 63507569703.47692, 362.585265702484, 670
0.0836245110052734, 0.0006912264303552015, 4.783403364804008e+18, 4.5800750475719316e+18, 80569755749.17357, 301.33431896732475, 559
0.07893843293218569, 0.0009901735165569283, 3.841746385975923e+18, 6.321808233853575e+18, 70199343385.37318, 925.5568994322076, 10
0.06754789916765802, 0.0006037861428704007, 7.433177765311418e+18, 3.445096012857267e+18, 40154964321.38176, 100.39988459076626, 820
0.09469903027961418, 0.0009356594315167968, 7.928854304195092e+18, 2.789554573198324e+18, 50331600535.5611, 751.4579942444075, 396
0.06317443576718798, 0.0009073954924028671, 1.9301346892546248e+18, 7.488415901167885e+18, 94087408984.3625, 497.8132212865109, 548
0.08488104747155431, 0.0006595336457914696, 3.500676233226865e+18, 9.263303185810768e+18, 19352287860.00348, 543.4800870694199, 258
0.06262938221236411, 0.0005474280663040638, 1.47179917035432e+18, 9.78586490092723e+18, 55684311175.14693, 512.5324695124339, 612
0.058464416129807635, 0.0008779168169330621, 8.064536784146143e+18, 9.61051309480322e+18, 85581610674.83104, 221.45998750608987, 624
0.07974008443028718, 0.000731513998213776, 5.061845664238262e+18, 5.276636222073e+18, 84701489685.8119, 464.2624718977789, 552
0.0678758797269021, 0.0008877557898499763, 9.562111266311705e+18, 8.600055877206679e+18, 1220313480.016876, 612.6589663510877, 576
0.06270876719325945, 0.0006777885671421613, 3.3457520563817196e+18, 2.1041255477915494e+18, 76943102363.03317, 655.1752122361203, 390
0.05837985177625922, 0.0006309323807021376, 1.4205566712120468e+18, 5.286916231502274e+18, 85227956657.02849, 291.11196134652306, 710
0.07586821782249992, 0.0008493644415615687, 2.7196420046186813e+18, 5.943634628749076e+18, 96826523157.45064, 744.8156242024622, 212
0.058576988734177944, 0.0006362271781056855, 6.07325312246776e+18, 8.767307357418074e+18, 37671803163.247025, 342.97276474338923, 702
0.06169167278852757, 0.0006707243579490302, 2.014864743601785e+18, 8.551268633974359e+18, 12833862197.74037, 794.4508354153703, 404
0.07762575002574158, 0.0005328811771240472, 4.88182191517687e+18, 1.019201715032398e+18, 35204537868.44532, 779.0290735614193, 412
0.0711037942612974, 0.0009435071787603636, 6.158102789762714e+18, 8.232996606510297e+18, 74164064486.33919, 284.48731313062603, 218
0.05222220798077042, 0.0009282882733824335, 3.5235793044974515e+18, 5.638894633685897e+18, 45373078835.59566, 557.2407950549416, 55
0.05355669126344466, 0.000919635000665282, 5.384197540451577e+18, 9.686498593938776e+18, 35334816954.205536, 552.1350088087208, 780
0.08871515474779404, 0.0005407824436944939, 4.621548494004337e+18, 5.207496158644062e+18, 24212127686.01163, 895.7790358421826, 50
0.051489838158596944, 0.0009776516806183526, 2.851714079814475e+18, 8.612955540531405e+18, 13285251768.952282, 548.8746185771006, 872
0.05977950325283537, 0.0009865045386516086, 8.522887621100537e+18, 2.7097041774676076e+18, 77330820029.68913, 314.9521897267716, 1005
0.09136546548052511, 0.0008578504378251881, 2.614725388309038e+18, 6.039535770632326e+18, 21651832728.860306, 822.250662265968, 392
0.06675608946557636, 0.0007731759257632883, 4.849268402112666e+18, 8.034792919281947e+18, 40297882544.35862, 510.82967487649637, 720
0.051747576210957436, 0.0009489679361535616, 7.104781740670433e+18, 9.145933960151393e+18, 28863141219.384438, 136.34027902314645, 420
0.07638771823468327, 0.0007754534986770972, 1.8766094676566574e+18, 5.711886382474912e+18, 26272168844.84664, 286.73650359584934, 830
0.08207958631253089, 0.0009245604812884538, 6.02807591377052e+18, 9.182780084137667e+18, 42517627916.829056, 554.9694123081406, 27
0.08810607172139343, 0.000867550619668997, 8.927709079919561e+18, 7.072706230233506e+18, 5533873793.012296, 484.619159656023, 811
0.07647677446915217, 0.000980541464354511, 8.469531374699459e+18, 8.581863129516094e+18, 88016437507.7058, 966.0222605339831, 309
0.07103586371555, 0.0006022156828996082, 8.570632889652237e+18, 8.395192872669783e+18, 61962725424.300125, 398.8320668020828, 304
0.09830442242956085, 0.0006325435536748922, 2.834814939225256e+18, 1.7292461879978762e+18, 10429376632.897385, 955.7156561454071, 407
0.06792332564516915, 0.0007474459644021664, 3.2385549028952535e+18, 1.618304241240798e+18, 85153859127.47202, 167.32346931663483, 344
0.07722336578429989, 0.0009875781505145169, 2.7796698222457436e+18, 5.10624174145605e+18, 23892242377.247246, 248.5164089206052, 78
0.059939114188656085, 0.0008781763108488323, 3.0029788814779535e+18, 9.044202901436694e+18, 67047238755.40256, 625.8066789085055, 436
0.07057297879427887, 0.0007442188816387766, 4.949981743943705e+18, 2.9407192441461586e+18, 42139871056.34262, 129.45451157096787, 42
0.05770236161054057, 0.0005171442180755013, 5.57858818269509e+18, 5.011794557662292e+18, 63614875652.53252, 448.21504268571994, 999
0.055462850072692096, 0.0009739031226316984, 1.4958608581273252e+18, 6.927988880822994e+18, 36627348986.38953, 573.6628754188081, 127
0.05414677862451754, 0.000905239087578165, 4.212978465945255e+18, 1.276892350979305e+18, 20125394994.457714, 280.48676362033655, 579
0.08909416465959027, 0.0005576183688034886, 9.478210050628033e+18, 4.4052138281913467e+18, 60453584387.15463, 605.1157985235106, 350
0.08764914600703543, 0.0007752478158298617, 1.0117128987634008e+18, 5.9297007593678e+18, 14372312987.334911, 906.8133492944618, 40
0.06516399189107344, 0.0008329478490258157, 7.041963009353833e+18, 8.603170491880765e+18, 7323661812.843252, 812.2687492784372, 342
0.07436960005691876, 0.0008496281779281807, 3.3986996866374185e+18, 2.991836637918848e+18, 49959338458.79829, 369.47238121168454, 597
0.055651820093865205, 0.0006449335421917372, 5.972861574239263e+18, 7.576344044655214e+18, 62089560375.97405, 714.9919138331758, 923
0.09268431220271374, 0.0008310937041427367, 3.663846571232096e+18, 6.410351040778518e+18, 51052132343.22605, 807.4107755545037, 916
0.0692627173580699, 0.0007117601608045744, 7.850608984571428e+18, 2.2601488487044618e+18, 81182156117.69724, 351.7025824463444, 365
0.09589235968986853, 0.0008207203624489575, 6.145404680948696e+18, 1.6506311704446776e+18, 12748245149.936766, 614.5023923353307, 716
0.08974342886705143, 0.0009021521578885111, 7.718980627069086e+18, 8.461538677693416e+18, 19705601858.70384, 367.6844331820174, 109
0.08698904037814562, 0.0009570311212251986, 7.552995934387983e+18, 8.142409987647892e+18, 18441807948.45627, 153.87323392804055, 868
0.05640189023141823, 0.0009955844035050218, 3.121745631706548e+18, 6.352189191293616e+18, 34866513635.03517, 873.3066166284066, 399
0.09954863625662962, 0.0007404916070435638, 4.609796419252721e+18, 2.4802405970080476e+18, 81829939270.5957, 899.6380383002463, 594
0.08874677169287878, 0.0008833601990186104, 2.419590992941314e+18, 9.662300440633238e+18, 78250647584.92029, 669.4521180527884, 88
0.07353412114827428, 0.0007225385995366293, 7.414015287062696e+18, 8.854012765320424e+18, 53876959906.79298, 743.0557434926478, 48
0.05884165171553303, 0.0008691361884907896, 3.5334802735228155e+18, 5.963680328972858e+18, 25695503077.91552, 764.4999613393528, 694
