vg	vd	ids
0.0	0.0	-1.85819937874558E-17
0.0	0.05	1.41761692375558E-13
0.0	0.1	1.58465090781360E-13
0.0	0.15	1.62646133702259E-13
0.0	0.2	1.66287398827604E-13
0.0	0.25	1.69999489304059E-13
0.0	0.3	1.73695116381694E-13
0.0	0.35	1.77455495167465E-13
0.0	0.4	1.81279521232935E-13
0.0	0.45	1.84996896671803E-13
0.0	0.5	1.88927610181595E-13
0.0	0.55	1.92755030094517E-13
0.0	0.6	1.96692425852111E-13
0.0	0.65	2.00794055951615E-13
0.0	0.7	2.04876229958792E-13
0.0	0.75	2.09031469557720E-13
0.0	0.8	2.13197344190507E-13
0.0	0.85	2.17523960527229E-13
0.0	0.9	2.21792886269418E-13
0.0	0.95	2.26258029223600E-13
0.0	1.0	2.30712831681429E-13
0.0	1.05	2.35373194630638E-13
0.0	1.1	2.40013995798565E-13
0.0	1.15	2.44777159772296E-13
0.0	1.2	2.49613109795253E-13
0.1	0.0	3.89438255910353E-17
0.1	0.05	4.98517701408934E-12
0.1	0.1	5.58970474844074E-12
0.1	0.15	5.74980011623527E-12
0.1	0.2	5.88731182919818E-12
0.1	0.25	6.02503167009037E-12
0.1	0.3	6.16350864074743E-12
0.1	0.35	6.30302528557973E-12
0.1	0.4	6.44288253111204E-12
0.1	0.45	6.58442250528792E-12
0.1	0.5	6.72752368015875E-12
0.1	0.55	6.87257377863621E-12
0.1	0.6	7.02095406778668E-12
0.1	0.65	7.17010201849404E-12
0.1	0.7	7.32072245859798E-12
0.1	0.75	7.47538320564911E-12
0.1	0.8	7.62993164006119E-12
0.1	0.85	7.78941306455831E-12
0.1	0.9	7.94986999844844E-12
0.1	0.95	8.11340978125578E-12
0.1	1.0	8.28019182580569E-12
0.1	1.05	8.44904029374966E-12
0.1	1.1	8.62110970443360E-12
0.1	1.15	8.79637857633787E-12
0.1	1.2	8.97473868599798E-12
0.2	0.0	-3.28350132217745E-17
0.2	0.05	1.78251679760459E-10
0.2	0.1	2.00562783551888E-10
0.2	0.15	2.06692260582510E-10
0.2	0.2	2.11932566220057E-10
0.2	0.25	2.17158695070972E-10
0.2	0.3	2.22396558893716E-10
0.2	0.35	2.27657894052482E-10
0.2	0.4	2.32952810375374E-10
0.2	0.45	2.38289747069221E-10
0.2	0.5	2.43627072476577E-10
0.2	0.55	2.49022111140015E-10
0.2	0.6	2.54567102177694E-10
0.2	0.65	2.60159744814955E-10
0.2	0.7	2.65775399740657E-10
0.2	0.75	2.71523588983899E-10
0.2	0.8	2.77339019134921E-10
0.2	0.85	2.83215137233314E-10
0.2	0.9	2.89198702797695E-10
0.2	0.95	2.95271638336960E-10
0.2	1.0	3.01434869537766E-10
0.2	1.05	3.07698160488188E-10
0.2	1.1	3.14063756349475E-10
0.2	1.15	3.20534317523322E-10
0.2	1.2	3.27115076549439E-10
0.3	0.0	1.08590527776253E-17
0.3	0.05	6.41999921992339E-09
0.3	0.1	7.25354905218983E-09
0.3	0.15	7.49093643848446E-09
0.3	0.2	7.69219528353082E-09
0.3	0.25	7.89156074174787E-09
0.3	0.3	8.09036936257292E-09
0.3	0.35	8.28925191803614E-09
0.3	0.4	8.48873034443271E-09
0.3	0.45	8.68665332583799E-09
0.3	0.5	8.88931384819074E-09
0.3	0.55	9.09278539625143E-09
0.3	0.6	9.29807335180790E-09
0.3	0.65	9.50651988939154E-09
0.3	0.7	9.71697305595411E-09
0.3	0.75	9.92928626751883E-09
0.3	0.8	1.01443814896093E-08
0.3	0.85	1.03623660612365E-08
0.3	0.9	1.05833216447884E-08
0.3	0.95	1.08073145972731E-08
0.3	1.0	1.10345725312861E-08
0.3	1.05	1.12652269901203E-08
0.3	1.1	1.14993995298306E-08
0.3	1.15	1.17372132584074E-08
0.3	1.2	1.19787879203526E-08
0.4	0.0	-1.39619213995293E-17
0.4	0.05	2.24262229113979E-07
0.4	0.1	2.55533824132344E-07
0.4	0.15	2.64580545965872E-07
0.4	0.2	2.72038082990287E-07
0.4	0.25	2.79326750463149E-07
0.4	0.3	2.86527629802387E-07
0.4	0.35	2.93679296825449E-07
0.4	0.4	3.00684883835905E-07
0.4	0.45	3.07864168739702E-07
0.4	0.5	3.15050257327353E-07
0.4	0.55	3.22249124158279E-07
0.4	0.6	3.29471393933284E-07
0.4	0.65	3.36737774228905E-07
0.4	0.7	3.44063730775963E-07
0.4	0.75	3.51456584989758E-07
0.4	0.8	3.58921709399208E-07
0.4	0.85	3.66464142999716E-07
0.4	0.9	3.74090420992630E-07
0.4	0.95	3.81805241079172E-07
0.4	1.0	3.89613147733930E-07
0.4	1.05	3.97518398149417E-07
0.4	1.1	4.05524982560734E-07
0.4	1.15	4.13636672413630E-07
0.4	1.2	4.21857105788674E-07
0.5	0.0	-3.49377023041148E-18
0.5	0.05	4.70950022373510E-06
0.5	0.1	5.74776420399988E-06
0.5	0.15	5.99650125925959E-06
0.5	0.2	6.15190575388783E-06
0.5	0.25	6.29533571926847E-06
0.5	0.3	6.43323981045595E-06
0.5	0.35	6.56596004590991E-06
0.5	0.4	6.69832265691823E-06
0.5	0.45	6.82818482994831E-06
0.5	0.5	6.95643408036942E-06
0.5	0.55	7.08359614921038E-06
0.5	0.6	7.21000326706836E-06
0.5	0.65	7.33591707473248E-06
