vg	vd	ids
0.0	0.0	1.33128716573771E-16
0.0	0.05	1.81022538296258E-13
0.0	0.1	2.02334004548154E-13
0.0	0.15	2.08520316783448E-13
0.0	0.2	2.14555826234856E-13
0.0	0.25	2.20466135933203E-13
0.0	0.3	2.26645498009904E-13
0.0	0.35	2.32909064580266E-13
0.0	0.4	2.38862161273745E-13
0.0	0.45	2.45397144588808E-13
0.0	0.5	2.51876990132580E-13
0.0	0.55	2.58257030778647E-13
0.0	0.6	2.64927337483801E-13
0.0	0.65	2.71829518860615E-13
0.0	0.7	2.78742496432350E-13
0.0	0.75	2.85731271494557E-13
0.0	0.8	2.93336312834702E-13
0.0	0.85	3.00772559892543E-13
0.0	0.9	3.08686811444122E-13
0.0	0.95	3.16602958650624E-13
0.0	1.0	3.24722185463606E-13
0.0	1.05	3.33054453824327E-13
0.0	1.1	3.41971558660176E-13
0.0	1.15	3.50064993581910E-13
0.0	1.2	3.59133564322047E-13
0.1	0.0	1.76266032530871E-16
0.1	0.05	6.31255786342763E-12
0.1	0.1	7.08108047895146E-12
0.1	0.15	7.32100504160293E-12
0.1	0.2	7.53928718506369E-12
0.1	0.25	7.75940869114662E-12
0.1	0.3	7.98163508257719E-12
0.1	0.35	8.20718302800328E-12
0.1	0.4	8.43607659738400E-12
0.1	0.45	8.66736457139916E-12
0.1	0.5	8.90389886018591E-12
0.1	0.55	9.14450350399324E-12
0.1	0.6	9.38953738180889E-12
0.1	0.65	9.63926918489800E-12
0.1	0.7	9.89398265355515E-12
0.1	0.75	1.01544787055115E-11
0.1	0.8	1.04207021350290E-11
0.1	0.85	1.06925774475894E-11
0.1	0.9	1.09709691907881E-11
0.1	0.95	1.12552168940803E-11
0.1	1.0	1.15467146416025E-11
0.1	1.05	1.18448713069736E-11
0.1	1.1	1.21509577137609E-11
0.1	1.15	1.24640042053245E-11
0.1	1.2	1.27855849571217E-11
0.2	0.0	3.18307039533789E-18
0.2	0.05	2.23174430388673E-10
0.2	0.1	2.51356634784010E-10
0.2	0.15	2.60411852847184E-10
0.2	0.2	2.68591079075158E-10
0.2	0.25	2.76799447789223E-10
0.2	0.3	2.85067002237432E-10
0.2	0.35	2.93413032521793E-10
0.2	0.4	3.01852723154642E-10
0.2	0.45	3.10387385527283E-10
0.2	0.5	3.19063764307605E-10
0.2	0.55	3.27879209294468E-10
0.2	0.6	3.36832076737272E-10
0.2	0.65	3.45946881884994E-10
0.2	0.7	3.55222968750724E-10
0.2	0.75	3.64683004827006E-10
0.2	0.8	3.74326793878249E-10
0.2	0.85	3.84167102313072E-10
0.2	0.9	3.94216078101333E-10
0.2	0.95	4.04476006299327E-10
0.2	1.0	4.14963134837466E-10
0.2	1.05	4.25681565669444E-10
0.2	1.1	4.36641071800739E-10
0.2	1.15	4.47852061940567E-10
0.2	1.2	4.59321402276387E-10
0.3	0.0	-8.17690718477208E-17
0.3	0.05	7.92124872580717E-09
0.3	0.1	8.96463552591649E-09
0.3	0.15	9.30916322640434E-09
0.3	0.2	9.61708890403735E-09
0.3	0.25	9.92401288028347E-09
0.3	0.3	1.02314764598112E-08
0.3	0.35	1.05404155336590E-08
0.3	0.4	1.08515984068699E-08
0.3	0.45	1.11652877524458E-08
0.3	0.5	1.14830830277571E-08
0.3	0.55	1.18046167912051E-08
0.3	0.6	1.21304929130413E-08
0.3	0.65	1.24615422053557E-08
0.3	0.7	1.27975603495090E-08
0.3	0.75	1.31391812980956E-08
0.3	0.8	1.34868630351748E-08
0.3	0.85	1.38407367949946E-08
0.3	0.9	1.42012533468571E-08
0.3	0.95	1.45687021199859E-08
0.3	1.0	1.49433706472548E-08
0.3	1.05	1.53255643574219E-08
0.3	1.1	1.57155750892994E-08
0.3	1.15	1.61136908590211E-08
0.3	1.2	1.65201899466311E-08
0.4	0.0	3.87349195042706E-17
0.4	0.05	2.71050881938297E-07
0.4	0.1	3.09641289727196E-07
0.4	0.15	3.22397111450121E-07
0.4	0.2	3.33474613336264E-07
