vg	vd	ids
0.0	0.0	2.20418483376400E-18
0.0	0.05	2.79699250121253E-12
0.0	0.1	3.45305053683455E-12
0.0	0.15	4.12375864676872E-12
0.0	0.2	4.94057871826719E-12
0.0	0.25	5.94398252815538E-12
0.0	0.3	7.18702688589249E-12
0.0	0.35	8.74022918779797E-12
0.0	0.4	1.06977182020368E-11
0.0	0.45	1.31856005697684E-11
0.0	0.5	1.63745603406059E-11
0.0	0.55	2.04950500501992E-11
0.0	0.6	2.58589711010084E-11
0.0	0.65	3.28903225171326E-11
0.0	0.7	4.21659265851016E-11
0.0	0.75	5.44671822803091E-11
0.0	0.8	7.08473099858287E-11
0.0	0.85	9.27103226381481E-11
0.0	0.9	1.22028709509374E-10
0.0	0.95	1.61475660073936E-10
0.0	1.0	2.14679308554806E-10
0.0	1.05	2.86534600008453E-10
0.0	1.1	3.83694818398126E-10
0.0	1.15	5.15128997390176E-10
0.0	1.2	6.92914562546453E-10
0.1	0.0	9.78957631054732E-18
0.1	0.05	6.26758790758870E-11
0.1	0.1	7.60956390934107E-11
0.1	0.15	8.86156428838297E-11
0.1	0.2	1.03140364478450E-10
0.1	0.25	1.20091559702191E-10
0.1	0.3	1.39970008021275E-10
0.1	0.35	1.63400826833302E-10
0.1	0.4	1.91168072110025E-10
0.1	0.45	2.24262127329608E-10
0.1	0.5	2.63936424207260E-10
0.1	0.55	3.11790695885476E-10
0.1	0.6	3.69875884148325E-10
0.1	0.65	4.40837878731108E-10
0.1	0.7	5.28076688400209E-10
0.1	0.75	6.36016116449969E-10
0.1	0.8	7.70376343460363E-10
0.1	0.85	9.38554766050103E-10
0.1	0.9	1.15024626666125E-09
0.1	0.95	1.41805426560319E-09
0.1	1.0	1.75844220984640E-09
0.1	1.05	2.19253144386066E-09
0.1	1.1	2.74830730367692E-09
0.1	1.15	3.46126650363862E-09
0.1	1.2	4.37646734930338E-09
0.2	0.0	9.43300181237374E-18
0.2	0.05	1.50126433332169E-09
0.2	0.1	1.81256015233548E-09
0.2	0.15	2.08394064758799E-09
0.2	0.2	2.38867203444613E-09
0.2	0.25	2.73267654913959E-09
0.2	0.3	3.12206815347417E-09
0.2	0.35	3.56400742228372E-09
0.2	0.4	4.06697906051213E-09
0.2	0.45	4.64097888066266E-09
0.2	0.5	5.29800112282247E-09
0.2	0.55	6.05256715883719E-09
0.2	0.6	6.92181876044634E-09
0.2	0.65	7.92717464205264E-09
0.2	0.7	9.09318651019765E-09
0.2	0.75	1.04526398447383E-08
0.2	0.8	1.20423146114496E-08
0.2	0.85	1.39096112600853E-08
0.2	0.9	1.61119310786666E-08
0.2	0.95	1.87214506202662E-08
0.2	1.0	2.18261418355429E-08
0.2	1.05	2.55352593681003E-08
0.2	1.1	2.99838377150549E-08
0.2	1.15	3.53389909353335E-08
0.2	1.2	4.18088504876449E-08
0.3	0.0	2.07646127230660E-17
0.3	0.05	3.66080981786485E-08
0.3	0.1	4.42696016881381E-08
0.3	0.15	5.05626202386469E-08
0.3	0.2	5.74314336053121E-08
0.3	0.25	6.49835396547040E-08
0.3	0.3	7.33061499267803E-08
0.3	0.35	8.24941318864812E-08
0.3	0.4	9.26523129497613E-08
0.3	0.45	1.03897847083685E-07
0.3	0.5	1.16366479982615E-07
0.3	0.55	1.30200763761223E-07
0.3	0.6	1.45563466768400E-07
0.3	0.65	1.62668461138168E-07
0.3	0.7	1.81709867915043E-07
0.3	0.75	2.02952545917688E-07
0.3	0.8	2.26691567645069E-07
0.3	0.85	2.53249599740808E-07
0.3	0.9	2.83020378268294E-07
0.3	0.95	3.16448084441256E-07
0.3	1.0	3.54050687696657E-07
0.3	1.05	3.96428459855920E-07
0.3	1.1	4.44282551560458E-07
0.3	1.15	4.98426125621133E-07
0.3	1.2	5.59807728888254E-07
0.4	0.0	-1.63234078194081E-17
0.4	0.05	8.21492506403981E-07
0.4	0.1	1.00334340100397E-06
0.4	0.15	1.13736744379281E-06
0.4	0.2	1.27685363924496E-06
0.4	0.25	1.42442893448165E-06
0.4	0.3	1.58120821766134E-06
0.4	0.35	1.74818271158503E-06
0.4	0.4	1.92622773963545E-06
0.4	0.45	2.11622658305678E-06
0.4	0.5	2.31905912083577E-06
0.4	0.55	2.53561455634795E-06
0.4	0.6	2.76681529533621E-06
0.4	0.65	3.01361350162388E-06
0.4	0.7	3.27701574639919E-06
0.4	0.75	3.55808506506395E-06
0.4	0.8	3.85790647027694E-06
0.4	0.85	4.17770110118048E-06
0.4	0.9	4.51873567893427E-06
0.4	0.95	4.88236278576676E-06
0.4	1.0	5.27005131942609E-06
0.4	1.05	5.68337559228500E-06
0.4	1.1	6.12404134443442E-06
0.4	1.15	6.59389155290420E-06
0.4	1.2	7.09493628557367E-06
0.5	0.0	-2.84037233795014E-18
0.5	0.05	9.70447583964163E-06
0.5	0.1	1.25382818944293E-05
0.5	0.15	1.39187996671966E-05
0.5	0.2	1.51348489014968E-05
0.5	0.25	1.63190058076419E-05
0.5	0.3	1.74931336155282E-05
0.5	0.35	1.86678033297436E-05
0.5	0.4	1.98498370644885E-05
0.5	0.45	2.10440605012975E-05
0.5	0.5	2.22536906866607E-05
