vg	vd	ids
0.0	0.0	5.84670058489119E-18
0.0	0.05	1.79828032086497E-12
0.0	0.1	2.14542070810562E-12
0.0	0.15	2.41514265607363E-12
0.0	0.2	2.72131826898367E-12
0.0	0.25	3.07386972200977E-12
0.0	0.3	3.48237943420631E-12
0.0	0.35	3.95929843209948E-12
0.0	0.4	4.52039130244230E-12
0.0	0.45	5.18714289401270E-12
0.0	0.5	5.98438529308988E-12
0.0	0.55	6.94672307741605E-12
0.0	0.6	8.11992946114924E-12
0.0	0.65	9.56307736044256E-12
0.0	0.7	1.13531871381934E-11
0.0	0.75	1.35932761007779E-11
0.0	0.8	1.64300968726072E-11
0.0	0.85	2.00318316439519E-11
0.0	0.9	2.46486323242754E-11
0.0	0.95	3.06036691810635E-11
0.0	1.0	3.83298373045926E-11
0.0	1.05	4.84011230449838E-11
0.0	1.1	6.15723870897824E-11
0.0	1.15	7.88674586562614E-11
0.0	1.2	1.01654122552849E-10
0.1	0.0	-3.69603557882574E-18
0.1	0.05	5.15288962776854E-11
0.1	0.1	6.09770041130902E-11
0.1	0.15	6.76671744302370E-11
0.1	0.2	7.49845684696366E-11
0.1	0.25	8.31126457810680E-11
0.1	0.3	9.21734550091756E-11
0.1	0.35	1.02312710478789E-10
0.1	0.4	1.13704789632247E-10
0.1	0.45	1.26536603193046E-10
0.1	0.5	1.41113557472633E-10
0.1	0.55	1.57710115529283E-10
0.1	0.6	1.76721623694287E-10
0.1	0.65	1.98631244041297E-10
0.1	0.7	2.24068283427889E-10
0.1	0.75	2.53688422898763E-10
0.1	0.8	2.88458789898990E-10
0.1	0.85	3.29570889940312E-10
0.1	0.9	3.78496769446183E-10
0.1	0.95	4.37131867505476E-10
0.1	1.0	5.07872710708445E-10
0.1	1.05	5.93789001123065E-10
0.1	1.1	6.98800060079286E-10
0.1	1.15	8.27934814565665E-10
0.1	1.2	9.87624223027228E-10
0.2	0.0	-1.19599952037765E-17
0.2	0.05	1.53926926942495E-09
0.2	0.1	1.81706019502427E-09
0.2	0.15	2.00088416402002E-09
0.2	0.2	2.19665848525965E-09
0.2	0.25	2.40917203829332E-09
0.2	0.3	2.64042414928619E-09
0.2	0.35	2.89264041888955E-09
0.2	0.4	3.16831819322576E-09
0.2	0.45	3.47031683721409E-09
0.2	0.5	3.80117203416308E-09
0.2	0.55	4.16631059683732E-09
0.2	0.6	4.56906735968340E-09
0.2	0.65	5.01479597196134E-09
0.2	0.7	5.50892792705013E-09
0.2	0.75	6.05899759142958E-09
0.2	0.8	6.67325012558094E-09
0.2	0.85	7.36162079439293E-09
0.2	0.9	8.13600600504265E-09
0.2	0.95	9.01066364830424E-09
0.2	1.0	1.00027308967079E-08
0.2	1.05	1.11329417545523E-08
0.2	1.1	1.24263940737308E-08
0.2	1.15	1.39136433457728E-08
0.2	1.2	1.56317908447432E-08
0.3	0.0	5.48845413150852E-18
0.3	0.05	4.64645591353913E-08
0.3	0.1	5.49576066088496E-08
0.3	0.15	6.02533976744248E-08
0.3	0.2	6.57430335664453E-08
