vg	vd	ids
0.0	0.0	-1.71971524240813E-17
0.0	0.05	1.41022237956265E-13
0.0	0.1	1.58910069176027E-13
0.0	0.15	1.66989263952742E-13
0.0	0.2	1.75083959943183E-13
0.0	0.25	1.83505010184849E-13
0.0	0.3	1.92207248342192E-13
0.0	0.35	2.01343193113921E-13
0.0	0.4	2.10847438050414E-13
0.0	0.45	2.20629606317859E-13
0.0	0.5	2.30970590080619E-13
0.0	0.55	2.41701989792775E-13
0.0	0.6	2.53011974726051E-13
0.0	0.65	2.64781463828545E-13
0.0	0.7	2.77111176286214E-13
0.0	0.75	2.89997932055812E-13
0.0	0.8	3.03463840871149E-13
0.0	0.85	3.17656544147875E-13
0.0	0.9	3.32412068435050E-13
0.0	0.95	3.48012788740591E-13
0.0	1.0	3.64220540210016E-13
0.0	1.05	3.81340037993296E-13
0.0	1.1	3.99269918755063E-13
0.0	1.15	4.18136885973880E-13
0.0	1.2	4.37752400665815E-13
0.1	0.0	1.63724099166981E-17
0.1	0.05	4.49955363264316E-12
0.1	0.1	5.09112532653257E-12
0.1	0.15	5.36220240559996E-12
0.1	0.2	5.63087175600508E-12
0.1	0.25	5.90867308987640E-12
0.1	0.3	6.19635599513216E-12
0.1	0.35	6.49481562622647E-12
0.1	0.4	6.80452153957381E-12
0.1	0.45	7.12641168769496E-12
0.1	0.5	7.46116088436195E-12
0.1	0.55	7.80965864572251E-12
0.1	0.6	8.17290603341391E-12
0.1	0.65	8.55135714712320E-12
0.1	0.7	8.94588762130475E-12
0.1	0.75	9.35736843768116E-12
0.1	0.8	9.78678443247796E-12
0.1	0.85	1.02350184098538E-11
0.1	0.9	1.07030622384591E-11
0.1	0.95	1.11919685219566E-11
0.1	1.0	1.17025861138952E-11
0.1	1.05	1.22362124214197E-11
0.1	1.1	1.27939346332595E-11
0.1	1.15	1.33769289046392E-11
0.1	1.2	1.39866020507095E-11
0.2	0.0	-1.78633684781905E-17
0.2	0.05	1.45121505622873E-10
0.2	0.1	1.64993688659678E-10
0.2	0.15	1.74154404726563E-10
0.2	0.2	1.83155789348479E-10
0.2	0.25	1.92417594681272E-10
0.2	0.3	2.01968716762318E-10
0.2	0.35	2.11834220800871E-10
0.2	0.4	2.22038033773190E-10
0.2	0.45	2.32603787521552E-10
0.2	0.5	2.43530994140934E-10
0.2	0.55	2.54908915105575E-10
0.2	0.6	2.66698617088573E-10
0.2	0.65	2.78946341572575E-10
0.2	0.7	2.91675419756043E-10
0.2	0.75	3.04907840169048E-10
0.2	0.8	3.18669590952992E-10
0.2	0.85	3.32989456365503E-10
0.2	0.9	3.47887977552279E-10
0.2	0.95	3.63397916381471E-10
0.2	1.0	3.79543605722915E-10
0.2	1.05	3.96360158718862E-10
0.2	1.1	4.13873360221875E-10
0.2	1.15	4.32119468070236E-10
0.2	1.2	4.51119866925076E-10
0.3	0.0	-2.07027422271786E-17
0.3	0.05	4.68759268162678E-09
0.3	0.1	5.35972915718990E-09
0.3	0.15	5.67112796897923E-09
0.3	0.2	5.97368810996353E-09
0.3	0.25	6.28294490042882E-09
0.3	0.3	6.60006710940925E-09
0.3	0.35	6.92597916211441E-09
0.3	0.4	7.26151773548280E-09
0.3	0.45	7.60622812010464E-09
0.3	0.5	7.96456014751945E-09
0.3	0.55	8.33327389622568E-09
0.3	0.6	8.71486526475156E-09
0.3	0.65	9.10978133153370E-09
0.3	0.7	9.51864148567375E-09
0.3	0.75	9.94230199858806E-09
0.3	0.8	1.03812092721743E-08
0.3	0.85	1.08362852401205E-08
0.3	0.9	1.13082285114976E-08
0.3	0.95	1.17977806678251E-08
0.3	1.0	1.23056805738765E-08
0.3	1.05	1.28327374728923E-08
0.3	1.1	1.33797452112894E-08
0.3	1.15	1.39475309420585E-08
0.3	1.2	1.45369424713393E-08
0.4	0.0	-2.55386890278460E-17
0.4	0.05	1.47192382998067E-07
0.4	0.1	1.69817996447437E-07
0.4	0.15	1.80157131850212E-07
0.4	0.2	1.89982431937860E-07
0.4	0.25	1.99907884924074E-07
0.4	0.3	2.09989530429010E-07
0.4	0.35	2.20265411009332E-07
0.4	0.4	2.30766476480201E-07
0.4	0.45	2.41503715751698E-07
0.4	0.5	2.52546751876072E-07
0.4	0.55	2.63866701847505E-07
0.4	0.6	2.75508958301525E-07
0.4	0.65	2.87485856415997E-07
0.4	0.7	2.99815841077348E-07
0.4	0.75	3.12516719678240E-07
0.4	0.8	3.25606000582610E-07
0.4	0.85	3.39101057836687E-07
0.4	0.9	3.53018661912570E-07
0.4	0.95	3.67375533225118E-07
0.4	1.0	3.82188539211288E-07
0.4	1.05	3.97474433824784E-07
0.4	1.1	4.13249997102091E-07
0.4	1.15	4.29532217055953E-07
0.4	1.2	4.46338099239477E-07
0.5	0.0	3.96978710092519E-17
0.5	0.05	3.21807988554303E-06
0.5	0.1	3.88175061946896E-06
0.5	0.15	4.11887749065600E-06
0.5	0.2	4.31608261214261E-06
0.5	0.25	4.50761836906494E-06
0.5	0.3	4.69676694611291E-06
0.5	0.35	4.88488857851686E-06
0.5	0.4	5.07265736271793E-06
0.5	0.45	5.26134372827751E-06
0.5	0.5	5.45092440645222E-06
0.5	0.55	5.64189002060419E-06
0.5	0.6	5.83458651848931E-06
0.5	0.65	6.02927716662282E-06
0.5	0.7	6.22618950760462E-06
0.5	0.75	6.42551747409471E-06
0.5	0.8	6.62741993022487E-06
0.5	0.85	6.83205107718098E-06
0.5	0.9	7.03953562141023E-06
0.5	0.95	7.24998521548198E-06
0.5	1.0	7.46350901028433E-06
0.5	1.05	7.68018953698082E-06
0.5	1.1	7.90010944081810E-06
0.5	1.15	8.12334881754838E-06
0.5	1.2	8.34996452999838E-06
0.6	0.0	-3.23371569892999E-18
0.6	0.05	1.81482778242766E-05
0.6	0.1	2.61716396836818E-05
0.6	0.15	2.89762982971527E-05
0.6	0.2	3.02343832470627E-05
0.6	0.25	3.12047381221255E-05
0.6	0.3	3.20994628950642E-05
0.6	0.35	3.29508416088574E-05
0.6	0.4	3.37766234160272E-05
0.6	0.45	3.45792942606744E-05
0.6	0.5	3.53659713085563E-05
0.6	0.55	3.61404155791958E-05
0.6	0.6	3.69053733230536E-05
0.6	0.65	3.76631222508453E-05
0.6	0.7	3.84151966959426E-05
0.6	0.75	3.91630725034644E-05
0.6	0.8	3.99077872090861E-05
0.6	0.85	4.06502235610371E-05
0.6	0.9	4.13912240940020E-05
0.6	0.95	4.21313417604681E-05
0.6	1.0	4.28711421568236E-05
0.6	1.05	4.36110993977995E-05
0.6	1.1	4.43515815144593E-05
0.6	1.15	4.50929180200954E-05
0.6	1.2	4.58353745852815E-05
0.7	0.0	3.77971091364247E-18
0.7	0.05	3.82322787567896E-05
0.7	0.1	6.31162809007505E-05
0.7	0.15	7.71439507418963E-05
0.7	0.2	8.39469104158862E-05
0.7	0.25	8.72964860261879E-05
0.7	0.3	8.95432473224244E-05
0.7	0.35	9.14647528499557E-05
0.7	0.4	9.32325947303266E-05
0.7	0.45	9.48979871900449E-05
0.7	0.5	9.64882912281951E-05
0.7	0.55	9.80223249836611E-05
0.7	0.6	9.95130718176589E-05
0.7	0.65	1.00968987534316E-04
0.7	0.7	1.02396583168826E-04
0.7	0.75	1.03800665876166E-04
0.7	0.8	1.05184907478138E-04
0.7	0.85	1.06552362588891E-04
0.7	0.9	1.07905509050722E-04
0.7	0.95	1.09246160192487E-04
0.7	1.0	1.10576185753663E-04
0.7	1.05	1.11896895275814E-04
0.7	1.1	1.13209427343606E-04
0.7	1.15	1.14514808231853E-04
0.7	1.2	1.15813932807539E-04
0.8	0.0	1.03854779384507E-17
0.8	0.05	5.70052485883088E-05
0.8	0.1	1.00051586949029E-04
0.8	0.15	1.30342855816779E-04
0.8	0.2	1.49841781774540E-04
0.8	0.25	1.61215463324537E-04
0.8	0.3	1.67561866085416E-04
0.8	0.35	1.71587001760442E-04
0.8	0.4	1.74754046324475E-04
0.8	0.45	1.77543447190083E-04
0.8	0.5	1.80104330311312E-04
0.8	0.55	1.82507186601828E-04
0.8	0.6	1.84795285632029E-04
0.8	0.65	1.86996322406608E-04
0.8	0.7	1.89129117266576E-04
0.8	0.75	1.91206303965590E-04
0.8	0.8	1.93237528526253E-04
0.8	0.85	1.95229755011161E-04
0.8	0.9	1.97188429401784E-04
0.8	0.95	1.99118087465091E-04
0.8	1.0	2.01022419299220E-04
0.8	1.05	2.02904131004599E-04
0.8	1.1	2.04765800746713E-04
0.8	1.15	2.06609588335552E-04
0.8	1.2	2.08437043472113E-04
0.9	0.0	-7.76778835505468E-18
0.9	0.05	7.34229663262794E-05
0.9	0.1	1.33059374470420E-04
0.9	0.15	1.79541811547522E-04
0.9	0.2	2.14028150633316E-04
0.9	0.25	2.38095495722370E-04
0.9	0.3	2.53768138529205E-04
0.9	0.35	2.63489441341342E-04
0.9	0.4	2.69753513123534E-04
0.9	0.45	2.74400542832157E-04
0.9	0.5	2.78310194406268E-04
0.9	0.55	2.81802587504173E-04
0.9	0.6	2.85018832602686E-04
0.9	0.65	2.88042641710703E-04
0.9	0.7	2.90925184576588E-04
0.9	0.75	2.93699486886078E-04
0.9	0.8	2.96387420277110E-04
0.9	0.85	2.99004409924092E-04
0.9	0.9	3.01561778683001E-04
0.9	0.95	3.04068093327438E-04
0.9	1.0	3.06529537530795E-04
0.9	1.05	3.08952148163261E-04
0.9	1.1	3.11339887143282E-04
0.9	1.15	3.13696560311609E-04
0.9	1.2	3.16025116839420E-04
1.0	0.0	4.85067233527478E-18
1.0	0.05	8.75272354063785E-05
1.0	0.1	1.61716804542269E-04
1.0	0.15	2.22906364572629E-04
1.0	0.2	2.71856213755072E-04
1.0	0.25	3.09586769719200E-04
1.0	0.3	3.37382979022644E-04
1.0	0.35	3.56844299938807E-04
1.0	0.4	3.69901672673429E-04
1.0	0.45	3.78676430699348E-04
1.0	0.5	3.85045716732796E-04
1.0	0.55	3.90193447630009E-04
1.0	0.6	3.94666509688668E-04
1.0	0.65	3.98708381263051E-04
1.0	0.7	4.02455342445204E-04
