vg	vd	ids
0.0	0.0	-1.73866278960121E-17
0.0	0.05	1.02233000115622E-12
0.0	0.1	1.19087024082697E-12
0.0	0.15	1.33296112269615E-12
0.0	0.2	1.49092374828112E-12
0.0	0.25	1.66733849707231E-12
0.0	0.3	1.86489029702953E-12
0.0	0.35	2.08671676166354E-12
0.0	0.4	2.33650372284207E-12
0.0	0.45	2.61873083856461E-12
0.0	0.5	2.93879185511554E-12
0.0	0.55	3.30312576203769E-12
0.0	0.6	3.71954202442073E-12
0.0	0.65	4.19751133841836E-12
0.0	0.7	4.74859620208854E-12
0.0	0.75	5.38696036656693E-12
0.0	0.8	6.13006342800460E-12
0.0	0.85	6.99944196213186E-12
0.0	0.9	8.02206431581937E-12
0.0	0.95	9.23132441454626E-12
0.0	1.0	1.06690753401662E-11
0.0	1.05	1.23878622137354E-11
0.0	1.1	1.44532326747294E-11
0.0	1.15	1.69479994573307E-11
0.0	1.2	1.99771385648702E-11
0.1	0.0	-1.29065657057715E-17
0.1	0.05	2.79544133187935E-11
0.1	0.1	3.25238011638794E-11
0.1	0.15	3.61768715582081E-11
0.1	0.2	4.01627973648046E-11
0.1	0.25	4.45303078388325E-11
0.1	0.3	4.93236384191945E-11
0.1	0.35	5.45930754853018E-11
0.1	0.4	6.03953356714907E-11
0.1	0.45	6.67959259513664E-11
0.1	0.5	7.38691939736568E-11
0.1	0.55	8.17013900726230E-11
0.1	0.6	9.03919177381222E-11
0.1	0.65	1.00055601959091E-10
0.1	0.7	1.10826619560647E-10
0.1	0.75	1.22862160074819E-10
0.1	0.8	1.36347334304617E-10
0.1	0.85	1.51504425430563E-10
0.1	0.9	1.68577587225894E-10
0.1	0.95	1.87887584430322E-10
0.1	1.0	2.09793161632046E-10
0.1	1.05	2.34731923816928E-10
0.1	1.1	2.63228249100578E-10
0.1	1.15	2.95911856875220E-10
0.1	1.2	3.33551329551954E-10
0.2	0.0	-2.69109546142572E-18
0.2	0.05	7.79516143319609E-10
0.2	0.1	9.08743426352981E-10
0.2	0.15	1.00768553213489E-09
0.2	0.2	1.11398080763003E-09
0.2	0.25	1.22879091818984E-09
0.2	0.3	1.35296189559359E-09
0.2	0.35	1.48741168213814E-09
0.2	0.4	1.63315131223322E-09
0.2	0.45	1.79129398464719E-09
0.2	0.5	1.96307086664530E-09
0.2	0.55	2.14985103644089E-09
0.2	0.6	2.35316290399113E-09
0.2	0.65	2.57460254480571E-09
0.2	0.7	2.81638671438914E-09
0.2	0.75	3.08034488452232E-09
0.2	0.8	3.36902734001075E-09
0.2	0.85	3.68516273115044E-09
0.2	0.9	4.03185510201424E-09
0.2	0.95	4.41260739253412E-09
0.2	1.0	4.83148697742849E-09
0.2	1.05	5.29307384376745E-09
0.2	1.1	5.80260199019589E-09
0.2	1.15	6.36619374094283E-09
0.2	1.2	6.99084643661319E-09
0.3	0.0	2.60113712860216E-17
0.3	0.05	2.17350721801241E-08
0.3	0.1	2.54660850261078E-08
0.3	0.15	2.82077674282246E-08
0.3	0.2	3.11049581883369E-08
0.3	0.25	3.41908884344388E-08
0.3	0.3	3.74834454713589E-08
0.3	0.35	4.10009238850582E-08
0.3	0.4	4.47624584671862E-08
0.3	0.45	4.87881776596641E-08
0.3	0.5	5.30997561045579E-08
0.3	0.55	5.77205630707718E-08
0.3	0.6	6.26748650662952E-08
0.3	0.65	6.79902518057138E-08
0.3	0.7	7.36956686240704E-08
0.3	0.75	7.98229273173532E-08
0.3	0.8	8.64065236774989E-08
0.3	0.85	9.34839291829782E-08
0.3	0.9	1.01096370619668E-07
0.3	0.95	1.09288964872328E-07
0.3	1.0	1.18111048347684E-07
0.3	1.05	1.27616463530367E-07
0.3	1.1	1.37866026615475E-07
0.3	1.15	1.48920811947715E-07
0.3	1.2	1.60855850483557E-07
0.4	0.0	-2.90605898948864E-17
0.4	0.05	5.68636053476368E-07
0.4	0.1	6.73355185914997E-07
0.4	0.15	7.44263566129599E-07
0.4	0.2	8.16902376705349E-07
