vg	vd	ids
0.0	0.0	-7.75310304419275E-17
0.0	0.05	5.99535530245719E-13
0.0	0.1	6.73954985371609E-13
0.0	0.15	7.12037743429440E-13
0.0	0.2	7.51010496509893E-13
0.0	0.25	7.91789529123725E-13
0.0	0.3	8.34326497567200E-13
0.0	0.35	8.78914689161788E-13
0.0	0.4	9.25587905942812E-13
0.0	0.45	9.74703265986054E-13
0.0	0.5	1.02613951335619E-12
0.0	0.55	1.08012326167533E-12
0.0	0.6	1.13703206986500E-12
0.0	0.65	1.19683756853467E-12
0.0	0.7	1.25996452203663E-12
0.0	0.75	1.32673155892801E-12
0.0	0.8	1.39686086923537E-12
0.0	0.85	1.47112077128910E-12
0.0	0.9	1.54959576789748E-12
0.0	0.95	1.63258874883694E-12
0.0	1.0	1.72064622793082E-12
0.0	1.05	1.81393646572320E-12
0.0	1.1	1.91303079300760E-12
0.0	1.15	2.01834119889023E-12
0.0	1.2	2.12992438923260E-12
0.1	0.0	1.08407213682496E-16
0.1	0.05	2.03156054651269E-11
0.1	0.1	2.29184221279788E-11
0.1	0.15	2.42219553782769E-11
0.1	0.2	2.55408764491503E-11
0.1	0.25	2.69082889300565E-11
0.1	0.3	2.83280951794248E-11
0.1	0.35	2.98040392040803E-11
0.1	0.4	3.13399685949919E-11
0.1	0.45	3.29399568260542E-11
0.1	0.5	3.46087081548864E-11
0.1	0.55	3.63500622378427E-11
0.1	0.6	3.81704422035953E-11
0.1	0.65	4.00720656439429E-11
0.1	0.7	4.20612108108523E-11
0.1	0.75	4.41435360101499E-11
0.1	0.8	4.63239584845297E-11
0.1	0.85	4.86098138107414E-11
0.1	0.9	5.10062056763534E-11
0.1	0.95	5.35213262378302E-11
0.1	1.0	5.61617293252667E-11
0.1	1.05	5.89359910394145E-11
0.1	1.1	6.18518231192177E-11
0.1	1.15	6.49196063852313E-11
0.1	1.2	6.81485136080536E-11
0.2	0.0	1.16870137544617E-17
0.2	0.05	6.93261906834202E-10
0.2	0.1	7.85410667447999E-10
0.2	0.15	8.30740648090494E-10
0.2	0.2	8.76067473492991E-10
0.2	0.25	9.22714463960006E-10
0.2	0.3	9.70813847263188E-10
0.2	0.35	1.02049044540385E-09
0.2	0.4	1.07186517997228E-09
0.2	0.45	1.12500919804641E-09
0.2	0.5	1.18012885224370E-09
0.2	0.55	1.23734549044269E-09
0.2	0.6	1.29670223509905E-09
0.2	0.65	1.35836306269556E-09
0.2	0.7	1.42246121384646E-09
0.2	0.75	1.48914554898771E-09
0.2	0.8	1.55851988542640E-09
0.2	0.85	1.63078570824689E-09
0.2	0.9	1.70604243769502E-09
0.2	0.95	1.78450079137990E-09
0.2	1.0	1.86629625605574E-09
0.2	1.05	1.95162958033898E-09
0.2	1.1	2.04068547478482E-09
0.2	1.15	2.13365852815178E-09
0.2	1.2	2.23076056573496E-09
0.3	0.0	-5.40122988987883E-17
0.3	0.05	2.35722941615891E-08
0.3	0.1	2.68572573852385E-08
0.3	0.15	2.84465481659253E-08
0.3	0.2	3.00116478685141E-08
0.3	0.25	3.16076430697615E-08
0.3	0.3	3.32400514364308E-08
0.3	0.35	3.49135144005731E-08
0.3	0.4	3.66321440046536E-08
0.3	0.45	3.83982848023183E-08
0.3	0.5	4.02193512451749E-08
0.3	0.55	4.20952964835581E-08
0.3	0.6	4.40310398201933E-08
0.3	0.65	4.60298261340511E-08
0.3	0.7	4.80942620041449E-08
0.3	0.75	5.02291778028929E-08
0.3	0.8	5.24368034934438E-08
0.3	0.85	5.47214403980967E-08
0.3	0.9	5.70868342880704E-08
0.3	0.95	5.95366201540676E-08
0.3	1.0	6.20748563362503E-08
0.3	1.05	6.47056592781991E-08
0.3	1.1	6.74333572807711E-08
0.3	1.15	7.02622773847331E-08
0.3	1.2	7.31970004386094E-08
0.4	0.0	-2.69212869602019E-17
0.4	0.05	7.45994539311901E-07
0.4	0.1	8.60707710573065E-07
0.4	0.15	9.12430882024704E-07
0.4	0.2	9.61563371791866E-07
0.4	0.25	1.01078855489643E-06
0.4	0.3	1.06040247351475E-06
0.4	0.35	1.11060171537413E-06
0.4	0.4	1.16153441700419E-06
0.4	0.45	1.21329967245778E-06
0.4	0.5	1.26605469083451E-06
0.4	0.55	1.31984337678742E-06
