vg	vd	ids
0.0	0.0	-6.71997150497801E-17
0.0	0.05	6.40825516138589E-13
0.0	0.1	7.38771421160338E-13
0.0	0.15	7.92416320887966E-13
0.0	0.2	8.47989347883256E-13
0.0	0.25	9.07252021542853E-13
0.0	0.3	9.70693525524787E-13
0.0	0.35	1.03842720091809E-12
0.0	0.4	1.11117656911351E-12
0.0	0.45	1.18939420267180E-12
0.0	0.5	1.27333502559681E-12
0.0	0.55	1.36371104345965E-12
0.0	0.6	1.46092276368806E-12
0.0	0.65	1.56596534257037E-12
0.0	0.7	1.67944942030679E-12
0.0	0.75	1.80250253278422E-12
0.0	0.8	1.93603451160136E-12
0.0	0.85	2.08116727564123E-12
0.0	0.9	2.23925004095270E-12
0.0	0.95	2.41207156819101E-12
0.0	1.0	2.60133316479645E-12
0.0	1.05	2.80933366647633E-12
0.0	1.1	3.03839524640922E-12
0.0	1.15	3.29183025075347E-12
0.0	1.2	3.57280222530203E-12
0.1	0.0	3.28074465238686E-17
0.1	0.05	2.12836633876890E-11
0.1	0.1	2.45642687247462E-11
0.1	0.15	2.62923419217413E-11
0.1	0.2	2.80547614196720E-11
0.1	0.25	2.99188590411206E-11
0.1	0.3	3.18926265693224E-11
0.1	0.35	3.39851155332124E-11
0.1	0.4	3.62047726398045E-11
0.1	0.45	3.85606118737491E-11
0.1	0.5	4.10667607934191E-11
0.1	0.55	4.37313236287041E-11
0.1	0.6	4.65681087954553E-11
0.1	0.65	4.95908628103034E-11
0.1	0.7	5.28145553991622E-11
0.1	0.75	5.62554954155137E-11
0.1	0.8	5.99318008919375E-11
0.1	0.85	6.38638916300910E-11
0.1	0.9	6.80741137515579E-11
0.1	0.95	7.25879341573781E-11
0.1	1.0	7.74329551617258E-11
0.1	1.05	8.26408108155276E-11
0.1	1.1	8.82469853364950E-11
0.1	1.15	9.42913726643429E-11
0.1	1.2	1.00819215281628E-10
0.2	0.0	-3.91220343292929E-18
0.2	0.05	7.15600011666739E-10
0.2	0.1	8.27635686062210E-10
0.2	0.15	8.84896322531945E-10
0.2	0.2	9.42432410062091E-10
0.2	0.25	1.00274939606026E-09
0.2	0.3	1.06608752707263E-09
0.2	0.35	1.13267377998522E-09
0.2	0.4	1.20268311088486E-09
0.2	0.45	1.27650111389954E-09
0.2	0.5	1.35427315795591E-09
0.2	0.55	1.43627267416598E-09
0.2	0.6	1.52278675061736E-09
0.2	0.65	1.61411287059616E-09
0.2	0.7	1.71057261081683E-09
0.2	0.75	1.81250986632598E-09
0.2	0.8	1.92029345136657E-09
0.2	0.85	2.03432349871237E-09
0.2	0.9	2.15502848159903E-09
0.2	0.95	2.28287524653361E-09
0.2	1.0	2.41836831749222E-09
0.2	1.05	2.56205225094190E-09
0.2	1.1	2.71453047152727E-09
0.2	1.15	2.87646466184282E-09
0.2	1.2	3.04856905000800E-09
0.3	0.0	6.53624260921607E-17
0.3	0.05	2.40397608310399E-08
0.3	0.1	2.79122743516663E-08
0.3	0.15	2.98378365327543E-08
0.3	0.2	3.17364039751214E-08
0.3	0.25	3.37058766785257E-08
0.3	0.3	3.57550223415882E-08
0.3	0.35	3.78909342855586E-08
0.3	0.4	4.01204391986977E-08
0.3	0.45	4.24492305857769E-08
0.3	0.5	4.48839097549856E-08
0.3	0.55	4.74308022378594E-08
0.3	0.6	5.00963875607740E-08
0.3	0.65	5.28873456370919E-08
0.3	0.7	5.58106431143359E-08
0.3	0.75	5.88735958534683E-08
0.3	0.8	6.20838071603509E-08
0.3	0.85	6.54493869626633E-08
0.3	0.9	6.89787635991801E-08
0.3	0.95	7.26809350253988E-08
0.3	1.0	7.65653894342878E-08
0.3	1.05	8.06421787915915E-08
0.3	1.1	8.49220178896072E-08
0.3	1.15	8.94162955765969E-08
0.3	1.2	9.41371648823765E-08
0.4	0.0	4.45307836855445E-17
0.4	0.05	7.40134327660406E-07
0.4	0.1	8.70634162087166E-07
0.4	0.15	9.30183038703283E-07
0.4	0.2	9.86044838241128E-07
0.4	0.25	1.04269608084495E-06
0.4	0.3	1.10060566033704E-06
0.4	0.35	1.16003728854899E-06
0.4	0.4	1.22114891531463E-06
0.4	0.45	1.28411198696513E-06
0.4	0.5	1.34904445309565E-06
0.4	0.55	1.41605487040486E-06
0.4	0.6	1.48524368989740E-06
0.4	0.65	1.55670659846287E-06
0.4	0.7	1.63053431513219E-06
0.4	0.75	1.70682002143398E-06
0.4	0.8	1.78565146771281E-06
0.4	0.85	1.86712061124161E-06
0.4	0.9	1.95131714961587E-06
0.4	0.95	2.03833185019519E-06
0.4	1.0	2.12825862019016E-06
0.4	1.05	2.22118936651158E-06
0.4	1.1	2.31722031197272E-06
0.4	1.15	2.41644839811028E-06
0.4	1.2	2.51897263941839E-06
0.5	0.0	-2.45161003409310E-17
0.5	0.05	1.02195518068607E-05
0.5	0.1	1.32714237649872E-05
0.5	0.15	1.42502385442288E-05
0.5	0.2	1.49077113573558E-05
0.5	0.25	1.55170803360370E-05
0.5	0.3	1.61105641797847E-05
0.5	0.35	1.66967932383022E-05
0.5	0.4	1.72805493796000E-05
0.5	0.45	1.78642603166277E-05
0.5	0.5	1.84494872266745E-05
0.5	0.55	1.90373159841470E-05
0.5	0.6	1.96285364473641E-05
0.5	0.65	2.02237239790176E-05
0.5	0.7	2.08233823685567E-05
0.5	0.75	2.14278302606126E-05
0.5	0.8	2.20374411535318E-05
0.5	0.85	2.26524241705643E-05
0.5	0.9	2.32730296211820E-05
0.5	0.95	2.38994466557144E-05
0.5	1.0	2.45318571547272E-05
0.5	1.05	2.51703756502232E-05
0.5	1.1	2.58151936690979E-05
0.5	1.15	2.64663829179012E-05
0.5	1.2	2.71240571180180E-05
0.6	0.0	-5.69371815431771E-19
0.6	0.05	3.38584972821716E-05
0.6	0.1	5.28423792066387E-05
0.6	0.15	6.15223272548469E-05
0.6	0.2	6.52357061704739E-05
0.6	0.25	6.74521581046427E-05
0.6	0.3	6.92942202505584E-05
0.6	0.35	7.10009872118099E-05
0.6	0.4	7.26387927674715E-05
0.6	0.45	7.42333940265381E-05
0.6	0.5	7.57976681232989E-05
0.6	0.55	7.73396805564164E-05
0.6	0.6	7.88642177501894E-05
0.6	0.65	8.03748696332053E-05
0.6	0.7	8.18745368501646E-05
0.6	0.75	8.33648838905504E-05
0.6	0.8	8.48479234238559E-05
0.6	0.85	8.63247210014307E-05
0.6	0.9	8.77963708798388E-05
0.6	0.95	8.92639143688712E-05
0.6	1.0	9.07281626107290E-05
0.6	1.05	9.21895479202688E-05
0.6	1.1	9.36490055432884E-05
0.6	1.15	9.51069111115689E-05
0.6	1.2	9.65636553814309E-05
0.7	0.0	-1.13072382135891E-18
0.7	0.05	5.89915167811511E-05
0.7	0.1	1.01208659916053E-04
0.7	0.15	1.28570156837228E-04
0.7	0.2	1.44297206959487E-04
0.7	0.25	1.52581069000555E-04
0.7	0.3	1.57356315844852E-04
0.7	0.35	1.60866733114469E-04
0.7	0.4	1.63912513293720E-04
0.7	0.45	1.66745741080595E-04
0.7	0.5	1.69454868929362E-04
0.7	0.55	1.72078350825764E-04
0.7	0.6	1.74636858942343E-04
0.7	0.65	1.77143745366228E-04
0.7	0.7	1.79607932723005E-04
0.7	0.75	1.82035514651929E-04
0.7	0.8	1.84432109657142E-04
0.7	0.85	1.86800605831827E-04
0.7	0.9	1.89144558888235E-04
0.7	0.95	1.91466584667650E-04
0.7	1.0	1.93768893984923E-04
0.7	1.05	1.96053017332674E-04
0.7	1.1	1.98320778596161E-04
0.7	1.15	2.00573698131820E-04
0.7	1.2	2.02813145672104E-04
0.8	0.0	-5.41928285190831E-18
0.8	0.05	8.10997507343319E-05
0.8	0.1	1.45622433180329E-04
0.8	0.15	1.94289166816777E-04
0.8	0.2	2.28663998293278E-04
0.8	0.25	2.51080341211987E-04
0.8	0.3	2.64676550963848E-04
0.8	0.35	2.72926816679940E-04
0.8	0.4	2.78603676780732E-04
0.8	0.45	2.83198969678144E-04
0.8	0.5	2.87309816424083E-04
0.8	0.55	2.91158824213903E-04
0.8	0.6	2.94837089952580E-04
0.8	0.65	2.98389876792820E-04
0.8	0.7	3.01844950622872E-04
0.8	0.75	3.05219699433629E-04
0.8	0.8	3.08527239914589E-04
0.8	0.85	3.11776077706662E-04
0.8	0.9	3.14972788537520E-04
0.8	0.95	3.18124055061673E-04
0.8	1.0	3.21234425291989E-04
0.8	1.05	3.24306524857973E-04
0.8	1.1	3.27345525286757E-04
0.8	1.15	3.30353016550167E-04
0.8	1.2	3.33331044368425E-04
0.9	0.0	7.36958961443159E-17
0.9	0.05	9.96123085873822E-05
0.9	0.1	1.83515021245280E-04
0.9	0.15	2.51891427693311E-04
0.9	0.2	3.05505705529829E-04
0.9	0.25	3.45570280870848E-04
0.9	0.3	3.73837813471778E-04
0.9	0.35	3.92665837524900E-04
0.9	0.4	4.04882665585375E-04
0.9	0.45	4.13220599357416E-04
0.9	0.5	4.19631435287415E-04
0.9	0.55	4.25142682481292E-04
0.9	0.6	4.30177900477830E-04
0.9	0.65	4.34917178750846E-04
0.9	0.7	4.39448385966729E-04
0.9	0.75	4.43819849499281E-04
0.9	0.8	4.48063851053291E-04
0.9	0.85	4.52201901796312E-04
0.9	0.9	4.56249621146288E-04
0.9	0.95	4.60219118464663E-04
0.9	1.0	4.64120477577451E-04
0.9	1.05	4.67958776509568E-04
0.9	1.1	4.71741476714667E-04
0.9	1.15	4.75474736196694E-04
0.9	1.2	4.79157662671667E-04
1.0	0.0	-1.65593415159689E-17
1.0	0.05	1.14874109029865E-04
1.0	0.1	2.15053566635458E-04
1.0	0.15	3.00489707792935E-04
1.0	0.2	3.71579675639554E-04
1.0	0.25	4.28983945482003E-04
1.0	0.3	4.73658722197225E-04
1.0	0.35	5.06932376337984E-04
1.0	0.4	5.30594321631940E-04
1.0	0.45	5.46886549715012E-04
1.0	0.5	5.58237128291868E-04
1.0	0.55	5.66748753753621E-04
1.0	0.6	5.73809256477935E-04
1.0	0.65	5.80107752123777E-04
1.0	0.7	5.85940162895679E-04
1.0	0.75	5.91452842441006E-04
1.0	0.8	5.96727867821191E-04
1.0	0.85	6.01816500734784E-04
1.0	0.9	6.06753343137096E-04
1.0	0.95	6.11562294509290E-04
1.0	1.0	6.16263435455781E-04
1.0	1.05	6.20866255459388E-04
1.0	1.1	6.25386403674780E-04
1.0	1.15	6.29830455256033E-04
1.0	1.2	6.34202739962179E-04
1.1	0.0	-6.14241887293550E-17
1.1	0.05	1.27439401089755E-04
1.1	0.1	2.41138998221551E-04
1.1	0.15	3.40965890549213E-04
1.1	0.2	4.27164268018875E-04
1.1	0.25	5.00142538459388E-04
1.1	0.3	5.60463683800418E-04
1.1	0.35	6.08882106830166E-04
1.1	0.4	6.46416589311296E-04
1.1	0.45	6.74434065554367E-04
1.1	0.5	6.94692543236857E-04
1.1	0.55	7.09240398242969E-04
1.1	0.6	7.20102489024035E-04
1.1	0.65	7.28880415442432E-04
1.1	0.7	7.36529477285450E-04
1.1	0.75	7.43504562019758E-04
1.1	0.8	7.50021844136260E-04
1.1	0.85	7.56205580671130E-04
1.1	0.9	7.62133238511019E-04
1.1	0.95	7.67850596418966E-04
1.1	1.0	7.73398069374720E-04
1.1	1.05	7.78798429103942E-04
1.1	1.1	7.84073727819301E-04
1.1	1.15	7.89237176884064E-04
1.1	1.2	7.94303239764644E-04
1.2	0.0	2.09418896671432E-17
1.2	0.05	1.37846959158625E-04
1.2	0.1	2.62778389600251E-04
1.2	0.15	3.74646200772192E-04
1.2	0.2	4.73644823814570E-04
1.2	0.25	5.60082740541949E-04
1.2	0.3	6.34346893269125E-04
1.2	0.35	6.96911849529417E-04
1.2	0.4	7.48378551438326E-04
1.2	0.45	7.89535202820809E-04
1.2	0.5	8.21431642669328E-04
1.2	0.55	8.45439428476785E-04
1.2	0.6	8.63234480634112E-04
1.2	0.65	8.76636265536552E-04
1.2	0.7	8.87302001676387E-04
1.2	0.75	8.96408807242610E-04
1.2	0.8	9.04578472235441E-04
1.2	0.85	9.12133287680416E-04
1.2	0.9	9.19246951810355E-04
1.2	0.95	9.26016393961244E-04
1.2	1.0	9.32510403953952E-04
