0       	0       	5.6938e-13
0       	0.01    	8.798e-12
0       	0.02    	1.4549e-11
0       	0.03    	1.8481e-11
0       	0.04    	2.1169e-11
0       	0.05    	2.3005e-11
0       	0.06    	2.4259e-11
0       	0.07    	2.5118e-11
0       	0.08    	2.5706e-11
0       	0.09    	2.611e-11
0       	0.1     	2.6389e-11
0       	0.11    	2.6583e-11
0       	0.12    	2.6719e-11
0       	0.13    	2.6815e-11
0       	0.14    	2.6885e-11
0       	0.15    	2.6936e-11
0       	0.16    	2.6974e-11
0       	0.17    	2.7004e-11
0       	0.18    	2.7028e-11
0       	0.19    	2.7048e-11
0       	0.2     	2.7066e-11
0       	0.21    	2.7081e-11
0       	0.22    	2.7095e-11
0       	0.23    	2.7107e-11
0       	0.24    	2.7119e-11
0       	0.25    	2.7131e-11
0       	0.26    	2.7142e-11
0       	0.27    	2.7152e-11
0       	0.28    	2.7163e-11
0       	0.29    	2.7173e-11
0       	0.3     	2.7183e-11
0       	0.31    	2.7192e-11
0       	0.32    	2.7202e-11
0       	0.33    	2.7211e-11
0       	0.34    	2.722e-11
0       	0.35    	2.7229e-11
0       	0.36    	2.7238e-11
0       	0.37    	2.7247e-11
0       	0.38    	2.7256e-11
0       	0.39    	2.7264e-11
0       	0.4     	2.7273e-11
0       	0.41    	2.7281e-11
0       	0.42    	2.729e-11
0       	0.43    	2.7298e-11
0       	0.44    	2.7306e-11
0       	0.45    	2.7314e-11
0       	0.46    	2.7322e-11
0       	0.47    	2.733e-11
0       	0.48    	2.7338e-11
0       	0.49    	2.7346e-11
0       	0.5     	2.7354e-11
0       	0.51    	2.7362e-11
0       	0.52    	2.7369e-11
0       	0.53    	2.7376e-11
0       	0.54    	2.7384e-11
0       	0.55    	2.7391e-11
0       	0.56    	2.7398e-11
0       	0.57    	2.7405e-11
0       	0.58    	2.7412e-11
0       	0.59    	2.7419e-11
0       	0.6     	2.7426e-11
0       	0.61    	2.7433e-11
0       	0.62    	2.7439e-11
0       	0.63    	2.7446e-11
0       	0.64    	2.7453e-11
0       	0.65    	2.7459e-11
0       	0.66    	2.7465e-11
0       	0.67    	2.7472e-11
0       	0.68    	2.7478e-11
0       	0.69    	2.7484e-11
0       	0.7     	2.749e-11
0       	0.71    	2.7497e-11
0       	0.72    	2.7503e-11
0       	0.73    	2.7509e-11
0       	0.74    	2.7514e-11
0       	0.75    	2.752e-11
0       	0.76    	2.7526e-11
0       	0.77    	2.7532e-11
0       	0.78    	2.7538e-11
0       	0.79    	2.7543e-11
0       	0.8     	2.7549e-11
0.01    	0       	8.0062e-13
0.01    	0.01    	1.3326e-11
0.01    	0.02    	2.1735e-11
0.01    	0.03    	2.7491e-11
0.01    	0.04    	3.1429e-11
0.01    	0.05    	3.4122e-11
0.01    	0.06    	3.5964e-11
0.01    	0.07    	3.7226e-11
0.01    	0.08    	3.8091e-11
0.01    	0.09    	3.8686e-11
0.01    	0.1     	3.9097e-11
0.01    	0.11    	3.9383e-11
0.01    	0.12    	3.9583e-11
0.01    	0.13    	3.9726e-11
0.01    	0.14    	3.9828e-11
0.01    	0.15    	3.9904e-11
0.01    	0.16    	3.9961e-11
0.01    	0.17    	4.0006e-11
0.01    	0.18    	4.0042e-11
0.01    	0.19    	4.0071e-11
0.01    	0.2     	4.0097e-11
0.01    	0.21    	4.012e-11
0.01    	0.22    	4.014e-11
0.01    	0.23    	4.0159e-11
0.01    	0.24    	4.0177e-11
0.01    	0.25    	4.0194e-11
0.01    	0.26    	4.0211e-11
0.01    	0.27    	4.0227e-11
0.01    	0.28    	4.0242e-11
0.01    	0.29    	4.0257e-11
0.01    	0.3     	4.0272e-11
0.01    	0.31    	4.0287e-11
0.01    	0.32    	4.0301e-11
0.01    	0.33    	4.0315e-11
0.01    	0.34    	4.0329e-11
0.01    	0.35    	4.0341e-11
0.01    	0.36    	4.0355e-11
0.01    	0.37    	4.0368e-11
0.01    	0.38    	4.0381e-11
0.01    	0.39    	4.0394e-11
0.01    	0.4     	4.0407e-11
0.01    	0.41    	4.0419e-11
0.01    	0.42    	4.0432e-11
0.01    	0.43    	4.0444e-11
0.01    	0.44    	4.0456e-11
0.01    	0.45    	4.0468e-11
0.01    	0.46    	4.048e-11
0.01    	0.47    	4.0492e-11
0.01    	0.48    	4.0504e-11
0.01    	0.49    	4.0515e-11
0.01    	0.5     	4.0527e-11
0.01    	0.51    	4.0539e-11
0.01    	0.52    	4.055e-11
0.01    	0.53    	4.0561e-11
0.01    	0.54    	4.0572e-11
0.01    	0.55    	4.0583e-11
0.01    	0.56    	4.0593e-11
0.01    	0.57    	4.0604e-11
0.01    	0.58    	4.0614e-11
0.01    	0.59    	4.0624e-11
0.01    	0.6     	4.0635e-11
0.01    	0.61    	4.0645e-11
0.01    	0.62    	4.0655e-11
0.01    	0.63    	4.0664e-11
0.01    	0.64    	4.0674e-11
0.01    	0.65    	4.0684e-11
0.01    	0.66    	4.0693e-11
0.01    	0.67    	4.0703e-11
0.01    	0.68    	4.0712e-11
0.01    	0.69    	4.0721e-11
0.01    	0.7     	4.073e-11
0.01    	0.71    	4.074e-11
0.01    	0.72    	4.0748e-11
0.01    	0.73    	4.0757e-11
0.01    	0.74    	4.0766e-11
0.01    	0.75    	4.0775e-11
0.01    	0.76    	4.0783e-11
0.01    	0.77    	4.0792e-11
0.01    	0.78    	4.0801e-11
0.01    	0.79    	4.0809e-11
0.01    	0.8     	4.0817e-11
0.02    	0       	1.1827e-12
0.02    	0.01    	1.9088e-11
0.02    	0.02    	3.1849e-11
0.02    	0.03    	4.0264e-11
0.02    	0.04    	4.6027e-11
0.02    	0.05    	4.9974e-11
0.02    	0.06    	5.2677e-11
0.02    	0.07    	5.4529e-11
0.02    	0.08    	5.58e-11
0.02    	0.09    	5.6675e-11
0.02    	0.1     	5.728e-11
0.02    	0.11    	5.7701e-11
0.02    	0.12    	5.7996e-11
0.02    	0.13    	5.8206e-11
0.02    	0.14    	5.8358e-11
0.02    	0.15    	5.8469e-11
0.02    	0.16    	5.8554e-11
0.02    	0.17    	5.862e-11
0.02    	0.18    	5.8673e-11
0.02    	0.19    	5.8717e-11
0.02    	0.2     	5.8755e-11
0.02    	0.21    	5.8789e-11
0.02    	0.22    	5.8819e-11
0.02    	0.23    	5.8848e-11
0.02    	0.24    	5.8874e-11
0.02    	0.25    	5.8899e-11
0.02    	0.26    	5.8924e-11
0.02    	0.27    	5.8947e-11
0.02    	0.28    	5.897e-11
0.02    	0.29    	5.8993e-11
0.02    	0.3     	5.9014e-11
0.02    	0.31    	5.9036e-11
0.02    	0.32    	5.9057e-11
0.02    	0.33    	5.9078e-11
0.02    	0.34    	5.9098e-11
0.02    	0.35    	5.9118e-11
0.02    	0.36    	5.9137e-11
0.02    	0.37    	5.9156e-11
0.02    	0.38    	5.9175e-11
0.02    	0.39    	5.9194e-11
0.02    	0.4     	5.9213e-11
0.02    	0.41    	5.9232e-11
0.02    	0.42    	5.925e-11
0.02    	0.43    	5.9268e-11
0.02    	0.44    	5.9286e-11
0.02    	0.45    	5.9304e-11
0.02    	0.46    	5.9322e-11
0.02    	0.47    	5.9339e-11
0.02    	0.48    	5.9356e-11
0.02    	0.49    	5.9373e-11
0.02    	0.5     	5.939e-11
0.02    	0.51    	5.9408e-11
0.02    	0.52    	5.9424e-11
0.02    	0.53    	5.944e-11
0.02    	0.54    	5.9456e-11
0.02    	0.55    	5.9472e-11
0.02    	0.56    	5.9488e-11
0.02    	0.57    	5.9503e-11
0.02    	0.58    	5.9519e-11
0.02    	0.59    	5.9534e-11
0.02    	0.6     	5.9549e-11
0.02    	0.61    	5.9563e-11
0.02    	0.62    	5.9578e-11
0.02    	0.63    	5.9593e-11
0.02    	0.64    	5.9607e-11
0.02    	0.65    	5.9621e-11
0.02    	0.66    	5.9635e-11
0.02    	0.67    	5.9649e-11
0.02    	0.68    	5.9663e-11
0.02    	0.69    	5.9676e-11
0.02    	0.7     	5.969e-11
0.02    	0.71    	5.9703e-11
0.02    	0.72    	5.9716e-11
0.02    	0.73    	5.9729e-11
0.02    	0.74    	5.9742e-11
0.02    	0.75    	5.9755e-11
0.02    	0.76    	5.9768e-11
0.02    	0.77    	5.978e-11
0.02    	0.78    	5.9793e-11
0.02    	0.79    	5.9805e-11
0.02    	0.8     	5.9817e-11
0.03    	0       	1.7357e-12
0.03    	0.01    	2.79e-11
0.03    	0.02    	4.6154e-11
0.03    	0.03    	5.8923e-11
0.03    	0.04    	6.735e-11
0.03    	0.05    	7.3127e-11
0.03    	0.06    	7.7088e-11
0.03    	0.07    	7.9805e-11
0.03    	0.08    	8.1672e-11
0.03    	0.09    	8.2958e-11
0.03    	0.1     	8.3848e-11
0.03    	0.11    	8.4467e-11
0.03    	0.12    	8.4902e-11
0.03    	0.13    	8.5211e-11
0.03    	0.14    	8.5435e-11
0.03    	0.15    	8.56e-11
0.03    	0.16    	8.5725e-11
0.03    	0.17    	8.5822e-11
0.03    	0.18    	8.5901e-11
0.03    	0.19    	8.5966e-11
0.03    	0.2     	8.6023e-11
0.03    	0.21    	8.6073e-11
0.03    	0.22    	8.6118e-11
0.03    	0.23    	8.616e-11
0.03    	0.24    	8.6199e-11
0.03    	0.25    	8.6237e-11
0.03    	0.26    	8.6273e-11
0.03    	0.27    	8.6307e-11
0.03    	0.28    	8.6341e-11
0.03    	0.29    	8.6374e-11
0.03    	0.3     	8.6407e-11
0.03    	0.31    	8.6438e-11
0.03    	0.32    	8.647e-11
0.03    	0.33    	8.65e-11
0.03    	0.34    	8.653e-11
0.03    	0.35    	8.656e-11
0.03    	0.36    	8.6589e-11
0.03    	0.37    	8.6616e-11
0.03    	0.38    	8.6644e-11
0.03    	0.39    	8.6672e-11
0.03    	0.4     	8.67e-11
0.03    	0.41    	8.6727e-11
0.03    	0.42    	8.6754e-11
0.03    	0.43    	8.6781e-11
0.03    	0.44    	8.6808e-11
0.03    	0.45    	8.6834e-11
0.03    	0.46    	8.6859e-11
0.03    	0.47    	8.6885e-11
0.03    	0.48    	8.691e-11
0.03    	0.49    	8.6935e-11
0.03    	0.5     	8.696e-11
0.03    	0.51    	8.6984e-11
0.03    	0.52    	8.701e-11
0.03    	0.53    	8.7034e-11
0.03    	0.54    	8.7057e-11
0.03    	0.55    	8.7081e-11
0.03    	0.56    	8.7104e-11
0.03    	0.57    	8.7126e-11
0.03    	0.58    	8.7149e-11
0.03    	0.59    	8.7171e-11
0.03    	0.6     	8.7193e-11
0.03    	0.61    	8.7215e-11
0.03    	0.62    	8.7237e-11
0.03    	0.63    	8.7258e-11
0.03    	0.64    	8.7279e-11
0.03    	0.65    	8.73e-11
0.03    	0.66    	8.732e-11
0.03    	0.67    	8.7341e-11
0.03    	0.68    	8.7361e-11
0.03    	0.69    	8.7381e-11
0.03    	0.7     	8.7401e-11
0.03    	0.71    	8.742e-11
0.03    	0.72    	8.7439e-11
0.03    	0.73    	8.7459e-11
0.03    	0.74    	8.7478e-11
0.03    	0.75    	8.7496e-11
0.03    	0.76    	8.7515e-11
0.03    	0.77    	8.7533e-11
0.03    	0.78    	8.7552e-11
0.03    	0.79    	8.757e-11
0.03    	0.8     	8.7588e-11
0.04    	0       	2.5449e-12
0.04    	0.01    	4.0745e-11
0.04    	0.02    	6.7411e-11
0.04    	0.03    	8.5678e-11
0.04    	0.04    	9.8466e-11
0.04    	0.05    	1.0691e-10
0.04    	0.06    	1.1271e-10
0.04    	0.07    	1.1669e-10
0.04    	0.08    	1.1943e-10
0.04    	0.09    	1.2132e-10
0.04    	0.1     	1.2263e-10
