0       	0       	6.2456e-13
0       	0.01    	8.7421e-10
0       	0.02    	1.4743e-09
0       	0.03    	1.9007e-09
0       	0.04    	2.1991e-09
0       	0.05    	2.4128e-09
0       	0.06    	2.5678e-09
0       	0.07    	2.6823e-09
0       	0.08    	2.7686e-09
0       	0.09    	2.8351e-09
0       	0.1     	2.8882e-09
0       	0.11    	2.932e-09
0       	0.12    	2.9694e-09
0       	0.13    	3.0023e-09
0       	0.14    	3.0321e-09
0       	0.15    	3.0598e-09
0       	0.16    	3.0859e-09
0       	0.17    	3.1109e-09
0       	0.18    	3.1352e-09
0       	0.19    	3.1588e-09
0       	0.2     	3.1821e-09
0       	0.21    	3.205e-09
0       	0.22    	3.2276e-09
0       	0.23    	3.2501e-09
0       	0.24    	3.2723e-09
0       	0.25    	3.2943e-09
0       	0.26    	3.3162e-09
0       	0.27    	3.3379e-09
0       	0.28    	3.3594e-09
0       	0.29    	3.3807e-09
0       	0.3     	3.4018e-09
0       	0.31    	3.4227e-09
0       	0.32    	3.4434e-09
0       	0.33    	3.4638e-09
0       	0.34    	3.4839e-09
0       	0.35    	3.5038e-09
0       	0.36    	3.5234e-09
0       	0.37    	3.5427e-09
0       	0.38    	3.5616e-09
0       	0.39    	3.5803e-09
0       	0.4     	3.5986e-09
0       	0.41    	3.6166e-09
0       	0.42    	3.6343e-09
0       	0.43    	3.6517e-09
0       	0.44    	3.6689e-09
0       	0.45    	3.6857e-09
0       	0.46    	3.7023e-09
0       	0.47    	3.7187e-09
0       	0.48    	3.7349e-09
0       	0.49    	3.7509e-09
0       	0.5     	3.7668e-09
0       	0.51    	3.7824e-09
0       	0.52    	3.798e-09
0       	0.53    	3.8134e-09
0       	0.54    	3.8286e-09
0       	0.55    	3.8438e-09
0       	0.56    	3.8589e-09
0       	0.57    	3.8739e-09
0       	0.58    	3.8888e-09
0       	0.59    	3.9036e-09
0       	0.6     	3.9184e-09
0       	0.61    	3.9331e-09
0       	0.62    	3.9477e-09
0       	0.63    	3.9622e-09
0       	0.64    	3.9767e-09
0       	0.65    	3.9912e-09
0       	0.66    	4.0056e-09
0       	0.67    	4.0199e-09
0       	0.68    	4.0342e-09
0       	0.69    	4.0484e-09
0       	0.7     	4.0626e-09
0       	0.71    	4.0768e-09
0       	0.72    	4.0909e-09
0       	0.73    	4.105e-09
0       	0.74    	4.119e-09
0       	0.75    	4.133e-09
0       	0.76    	4.147e-09
0       	0.77    	4.1609e-09
0       	0.78    	4.1748e-09
0       	0.79    	4.1886e-09
0       	0.8     	4.2024e-09
0.01    	0       	7.7701e-13
0.01    	0.01    	1.2473e-09
0.01    	0.02    	2.1051e-09
0.01    	0.03    	2.7103e-09
0.01    	0.04    	3.1431e-09
0.01    	0.05    	3.4493e-09
0.01    	0.06    	3.6714e-09
0.01    	0.07    	3.8354e-09
0.01    	0.08    	3.9594e-09
0.01    	0.09    	4.0553e-09
0.01    	0.1     	4.1317e-09
0.01    	0.11    	4.1947e-09
0.01    	0.12    	4.2485e-09
0.01    	0.13    	4.2959e-09
0.01    	0.14    	4.3387e-09
0.01    	0.15    	4.3785e-09
0.01    	0.16    	4.416e-09
0.01    	0.17    	4.452e-09
0.01    	0.18    	4.4868e-09
0.01    	0.19    	4.5208e-09
0.01    	0.2     	4.5541e-09
0.01    	0.21    	4.5869e-09
0.01    	0.22    	4.6193e-09
0.01    	0.23    	4.6514e-09
0.01    	0.24    	4.6831e-09
0.01    	0.25    	4.7146e-09
0.01    	0.26    	4.7457e-09
0.01    	0.27    	4.7765e-09
