0       	0       	8.5915e-14
0       	0.01    	1.5852e-11
0       	0.02    	2.6537e-11
0       	0.03    	3.3817e-11
0       	0.04    	3.8777e-11
0       	0.05    	4.2159e-11
0       	0.06    	4.4497e-11
0       	0.07    	4.6059e-11
0       	0.08    	4.713e-11
0       	0.09    	4.7865e-11
0       	0.1     	4.8372e-11
0       	0.11    	4.8723e-11
0       	0.12    	4.8968e-11
0       	0.13    	4.914e-11
0       	0.14    	4.9262e-11
0       	0.15    	4.9351e-11
0       	0.16    	4.9417e-11
0       	0.17    	4.9468e-11
0       	0.18    	4.9506e-11
0       	0.19    	4.9538e-11
0       	0.2     	4.9564e-11
0       	0.21    	4.9587e-11
0       	0.22    	4.9607e-11
0       	0.23    	4.9626e-11
0       	0.24    	4.9643e-11
0       	0.25    	4.9659e-11
0       	0.26    	4.9674e-11
0       	0.27    	4.9689e-11
0       	0.28    	4.9703e-11
0       	0.29    	4.9717e-11
0       	0.3     	4.9731e-11
0       	0.31    	4.9744e-11
0       	0.32    	4.9757e-11
0       	0.33    	4.977e-11
0       	0.34    	4.9782e-11
0       	0.35    	4.9795e-11
0       	0.36    	4.9807e-11
0       	0.37    	4.9819e-11
0       	0.38    	4.9831e-11
0       	0.39    	4.9842e-11
0       	0.4     	4.9854e-11
0       	0.41    	4.9865e-11
0       	0.42    	4.9876e-11
0       	0.43    	4.9887e-11
0       	0.44    	4.9897e-11
0       	0.45    	4.9908e-11
0       	0.46    	4.9918e-11
0       	0.47    	4.9928e-11
0       	0.48    	4.9939e-11
0       	0.49    	4.9948e-11
0       	0.5     	4.9958e-11
0       	0.51    	4.9968e-11
0       	0.52    	4.9977e-11
0       	0.53    	4.9986e-11
0       	0.54    	4.9995e-11
0       	0.55    	5.0004e-11
0       	0.56    	5.0013e-11
0       	0.57    	5.0021e-11
0       	0.58    	5.003e-11
0       	0.59    	5.0038e-11
0       	0.6     	5.0046e-11
0       	0.61    	5.0053e-11
0       	0.62    	5.0061e-11
0       	0.63    	5.0068e-11
0       	0.64    	5.0075e-11
0       	0.65    	5.0082e-11
0       	0.66    	5.0088e-11
0       	0.67    	5.0095e-11
0       	0.68    	5.01e-11
0       	0.69    	5.0106e-11
0       	0.7     	5.0111e-11
0       	0.71    	5.0115e-11
0       	0.72    	5.0119e-11
0       	0.73    	5.0122e-11
0       	0.74    	5.0126e-11
0       	0.75    	5.0128e-11
0       	0.76    	5.013e-11
0       	0.77    	5.0132e-11
0       	0.78    	5.0133e-11
0       	0.79    	5.0134e-11
0       	0.8     	5.0134e-11
0.01    	0       	1.2685e-13
0.01    	0.01    	2.3274e-11
0.01    	0.02    	3.8966e-11
0.01    	0.03    	4.9657e-11
0.01    	0.04    	5.6944e-11
0.01    	0.05    	6.1913e-11
0.01    	0.06    	6.5304e-11
0.01    	0.07    	6.7651e-11
0.01    	0.08    	6.9222e-11
0.01    	0.09    	7.0302e-11
0.01    	0.1     	7.1047e-11
0.01    	0.11    	7.1562e-11
0.01    	0.12    	7.1922e-11
0.01    	0.13    	7.2176e-11
0.01    	0.14    	7.2356e-11
0.01    	0.15    	7.2487e-11
0.01    	0.16    	7.2584e-11
0.01    	0.17    	7.2658e-11
0.01    	0.18    	7.2716e-11
0.01    	0.19    	7.2763e-11
0.01    	0.2     	7.2802e-11
0.01    	0.21    	7.2836e-11
0.01    	0.22    	7.2866e-11
0.01    	0.23    	7.2893e-11
0.01    	0.24    	7.2918e-11
0.01    	0.25    	7.2942e-11
0.01    	0.26    	7.2965e-11
0.01    	0.27    	7.2987e-11
0.01    	0.28    	7.3008e-11
0.01    	0.29    	7.3029e-11
0.01    	0.3     	7.3049e-11
0.01    	0.31    	7.3069e-11
0.01    	0.32    	7.3088e-11
0.01    	0.33    	7.3107e-11
0.01    	0.34    	7.3126e-11
0.01    	0.35    	7.3144e-11
0.01    	0.36    	7.3162e-11
0.01    	0.37    	7.318e-11
0.01    	0.38    	7.3197e-11
0.01    	0.39    	7.3214e-11
0.01    	0.4     	7.3231e-11
0.01    	0.41    	7.3248e-11
0.01    	0.42    	7.3264e-11
0.01    	0.43    	7.328e-11
0.01    	0.44    	7.3296e-11
0.01    	0.45    	7.3312e-11
0.01    	0.46    	7.3327e-11
0.01    	0.47    	7.3342e-11
0.01    	0.48    	7.3357e-11
0.01    	0.49    	7.3372e-11
0.01    	0.5     	7.3386e-11
0.01    	0.51    	7.3401e-11
0.01    	0.52    	7.3414e-11
0.01    	0.53    	7.3428e-11
0.01    	0.54    	7.3442e-11
0.01    	0.55    	7.3455e-11
0.01    	0.56    	7.3468e-11
0.01    	0.57    	7.348e-11
0.01    	0.58    	7.3493e-11
0.01    	0.59    	7.3505e-11
0.01    	0.6     	7.3517e-11
0.01    	0.61    	7.3528e-11
0.01    	0.62    	7.354e-11
0.01    	0.63    	7.3551e-11
0.01    	0.64    	7.3561e-11
0.01    	0.65    	7.3571e-11
0.01    	0.66    	7.3581e-11
0.01    	0.67    	7.3591e-11
0.01    	0.68    	7.36e-11
0.01    	0.69    	7.3608e-11
0.01    	0.7     	7.3616e-11
0.01    	0.71    	7.3623e-11
0.01    	0.72    	7.363e-11
0.01    	0.73    	7.3635e-11
0.01    	0.74    	7.364e-11
0.01    	0.75    	7.3645e-11
0.01    	0.76    	7.3649e-11
0.01    	0.77    	7.3652e-11
0.01    	0.78    	7.3654e-11
0.01    	0.79    	7.3656e-11
0.01    	0.8     	7.3657e-11
0.02    	0       	1.9164e-13
0.02    	0.01    	3.4161e-11
0.02    	0.02    	5.7199e-11
0.02    	0.03    	7.29e-11
0.02    	0.04    	8.3602e-11
0.02    	0.05    	9.0902e-11
0.02    	0.06    	9.5884e-11
0.02    	0.07    	9.9288e-11
0.02    	0.08    	1.0165e-10
0.02    	0.09    	1.0323e-10
0.02    	0.1     	1.0433e-10
0.02    	0.11    	1.0509e-10
0.02    	0.12    	1.0561e-10
0.02    	0.13    	1.0599e-10
0.02    	0.14    	1.0625e-10
0.02    	0.15    	1.0645e-10
0.02    	0.16    	1.0659e-10
0.02    	0.17    	1.067e-10
0.02    	0.18    	1.0678e-10
0.02    	0.19    	1.0685e-10
0.02    	0.2     	1.0691e-10
0.02    	0.21    	1.0696e-10
0.02    	0.22    	1.0701e-10
0.02    	0.23    	1.0705e-10
0.02    	0.24    	1.0708e-10
0.02    	0.25    	1.0712e-10
0.02    	0.26    	1.0715e-10
0.02    	0.27    	1.0719e-10
0.02    	0.28    	1.0722e-10
0.02    	0.29    	1.0725e-10
0.02    	0.3     	1.0728e-10
0.02    	0.31    	1.0731e-10
0.02    	0.32    	1.0734e-10
0.02    	0.33    	1.0736e-10
0.02    	0.34    	1.0739e-10
0.02    	0.35    	1.0742e-10
